Model,Threshold,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,False_Positive_Rate,False_Negative_Rate
XGBoost,0.9500000000000002,0.9995611109160493,0.9397590361445783,0.7959183673469388,0.861878453038674,0.9822026130373366,0.8767081405221,8.792909397861564e-05,0.20408163265306123
